id,dep,upper_name,untrimmed_name,name,long,lat
1,1,OZAN,ozan,Ozan,4.91667,46.3833
2,1,CORMORANCHE-SUR-SAONE,cormoranche sur saone,Cormoranche-sur-Saône,4.83333,46.2333
3,1,PLAGNE,plagne,Plagne,5.73333,46.1833
4,1,TOSSIAT,tossiat,Tossiat,5.31667,46.1333
5,1,POUILLAT,pouillat,Pouillat,5.43333,46.3333
6,1,TORCIEU,torcieu,Torcieu,5.4,45.9167
7,1,REPLONGES,replonges,Replonges,4.88333,46.3
8,1,CORCELLES,corcelles,Corcelles,5.58333,46.0333
9,1,PERON,peron,Péron,5.93333,46.2
10,1,RELEVANT,relevant,Relevant,4.95,46.0833
11,1,CHAVEYRIAT,chaveyriat,Chaveyriat,5.06667,46.1833
12,1,VAUX-EN-BUGEY,vaux en bugey,Vaux-en-Bugey,5.35,45.9167
13,1,MAILLAT,maillat,Maillat,5.55,46.1333
14,1,FARAMANS,faramans,Faramans,5.11667,45.9
15,1,BEON,beon,Béon,5.75,45.8333
16,1,SAINT-BERNARD,saint bernard,Saint-Bernard,4.73723,45.945
17,1,ROSSILLON,rossillon,Rossillon,5.6,45.8333
18,1,PONT-D'AIN,pont d ain,Pont-d'Ain,5.33333,46.05
19,1,NANTUA,nantua,Nantua,5.61667,46.15
20,1,CHAVANNES-SUR-REYSSOUZE,chavannes sur reyssouze,Chavannes-sur-Reyssouze,5,46.4333
21,1,NEUVILLE-LES-DAMES,neuville les dames,Neuville-les-Dames,5,46.1667
22,1,FLAXIEU,flaxieu,Flaxieu,5.73333,45.8167
23,1,HOTONNES,hotonnes,Hotonnes,5.68333,46
24,1,SAINT-SORLIN-EN-BUGEY,saint sorlin en bugey,Saint-Sorlin-en-Bugey,5.36667,45.8833
25,1,SONGIEU,songieu,Songieu,5.7,45.9667
26,1,VIRIEU-LE-PETIT,virieu le petit,Virieu-le-Petit,5.71667,45.9
27,1,SAINT-DENIS-EN-BUGEY,saint denis en bugey,Saint-Denis-en-Bugey,5.33333,45.95
28,1,CHARNOZ-SUR-AIN,charnoz sur ain,Charnoz-sur-Ain,5.21667,45.8667
29,1,CHAZEY-SUR-AIN,chazey sur ain,Chazey-sur-Ain,5.25,45.9
30,1,MARCHAMP,marchamp,Marchamp,5.55,45.7833
31,1,CULOZ,culoz,Culoz,5.78333,45.85
32,1,MANTENAY-MONTLIN,mantenay montlin,Mantenay-Montlin,5.08333,46.4167
33,1,MARBOZ,marboz,Marboz,5.25,46.3333
34,1,FOISSIAT,foissiat,Foissiat,5.18333,46.3667
35,1,TREFFORT-CUISIAT,treffort cuisiat,Treffort-Cuisiat,5.36834,46.2714
36,1,IZIEU,izieu,Izieu,5.63333,45.65
37,1,SAINT-ETIENNE-DU-BOIS,saint etienne du bois,Saint-Étienne-du-Bois,5.28333,46.2833
38,1,HAUTEVILLE-LOMPNES,hauteville lompnes,Hauteville-Lompnes,5.6,45.9667
39,1,SAINT-TRIVIER-SUR-MOIGNANS,saint trivier sur moignans,Saint-Trivier-sur-Moignans,4.9,46.0667
40,1,PEYRIAT,peyriat,Peyriat,5.51667,46.15
41,1,EVOSGES,evosges,Évosges,5.5,45.9583
42,1,PONCIN,poncin,Poncin,5.4,46.0833
43,1,CRANS,crans,Crans,5.21667,45.9667
44,1,MONTREAL-LA-CLUSE,montreal la cluse,Montréal-la-Cluse,5.57084,46.1867
45,1,CLEYZIEU,cleyzieu,Cleyzieu,5.43333,45.9
46,1,LOMPNIEU,lompnieu,Lompnieu,5.65,45.9667
47,1,VILLEREVERSURE,villereversure,Villereversure,5.38333,46.1833
48,1,SAINT-MARTIN-DU-MONT,saint martin du mont,Saint-Martin-du-Mont,5.33333,46.1
49,1,SAINT-GENIS-POUILLY,saint genis pouilly,Saint-Genis-Pouilly,6.01667,46.25
50,1,BOLOZON,bolozon,Bolozon,5.48333,46.2
51,1,CONFRANCON,confrancon,Confrançon,5.06667,46.2667
52,1,LOCHIEU,lochieu,Lochieu,5.71667,45.9333
53,1,CHANOZ-CHATENAY,chanoz chatenay,Chanoz-Châtenay,5.03333,46.1833
54,1,VILLEBOIS,villebois,Villebois,5.43333,45.85
55,1,CEIGNES,ceignes,Ceignes,5.5,46.1167
56,1,SAINT-DIDIER-SUR-CHALARONNE,saint didier sur chalaronne,Saint-Didier-sur-Chalaronne,4.81667,46.1667
57,1,REVONNAS,revonnas,Revonnas,5.33333,46.1667
58,1,BOURG-SAINT-CHRISTOPHE,bourg saint christophe,Bourg-Saint-Christophe,5.16667,45.8833
59,1,CONDEISSIAT,condeissiat,Condeissiat,5.08333,46.1667
60,1,PIRAJOUX,pirajoux,Pirajoux,5.3,46.3833
61,1,CHALAMONT,chalamont,Chalamont,5.16667,46
62,1,LE PLANTAY,le plantay,Le Plantay,5.08333,46.0167
63,1,VERSAILLEUX,versailleux,Versailleux,5.1,45.9833
64,1,MONTAGNAT,montagnat,Montagnat,5.28333,46.1667
65,1,VIEU,vieu,Vieu,5.68333,45.9
66,1,SAINT-ANDRE-DE-CORCY,saint andre de corcy,Saint-André-de-Corcy,4.95,45.9167
67,1,BRESSOLLES,bressolles,Bressolles,5.1,45.8667
68,1,PERONNAS,peronnas,Péronnas,5.2,46.1833
69,1,COLOMIEU,colomieu,Colomieu,5.61667,45.7333
70,1,MONTHIEUX,monthieux,Monthieux,4.93333,45.95
71,1,SAINT-JEAN-SUR-REYSSOUZE,saint jean sur reyssouze,Saint-Jean-sur-Reyssouze,5.06667,46.4
72,1,GARNERANS,garnerans,Garnerans,4.83333,46.2
73,1,MONTREVEL-EN-BRESSE,montrevel en bresse,Montrevel-en-Bresse,5.13333,46.3333
74,1,CONAND,conand,Conand,5.46667,45.8833
75,1,CHALLES-LA-MONTAGNE,challes la montagne,Challes-la-Montagne,5.46667,46.1333
76,1,MOGNENEINS,mogneneins,Mogneneins,4.81667,46.1333
77,1,THOISSEY,thoissey,Thoissey,4.8,46.1667
78,1,CHALEINS,chaleins,Chaleins,4.8,46.0333
79,1,NEUVILLE-SUR-AIN,neuville sur ain,Neuville-sur-Ain,5.36667,46.0833
80,1,THIL,thil,Thil,5.01667,45.8167
81,1,JUJURIEUX,jujurieux,Jujurieux,5.41667,46.0333
82,1,ONCIEU,oncieu,Oncieu,5.46667,45.95
83,1,LURCY,lurcy,Lurcy,4.76667,46.0667
84,1,BALAN,balan,Balan,5.1,45.8333
85,1,AMBUTRIX,ambutrix,Ambutrix,5.33333,45.9333
86,1,SAINTE-CROIX,sainte croix,Sainte-Croix,5.05195,45.8942
87,1,BLYES,blyes,Blyes,5.25,45.85
88,1,CONZIEU,conzieu,Conzieu,5.6,45.7333
89,1,NIEVROZ,nievroz,Niévroz,5.06667,45.8333
90,1,NURIEUX-VOLOGNAT,nurieux volognat,Nurieux-Volognat,5.52667,46.1856
91,1,AMBLEON,ambleon,Ambléon,5.6,45.75
92,1,SAINT-MAURICE-DE-GOURDANS,saint maurice de gourdans,Saint-Maurice-de-Gourdans,5.2,45.8167
93,1,CHEZERY-FORENS,chezery forens,Chézery-Forens,5.88333,46.2167
94,1,SAULT-BRENAZ,sault brenaz,Sault-Brénaz,5.41667,45.85
95,1,MURS-ET-GELIGNIEUX,murs et gelignieux,Murs-et-Gélignieux,5.66667,45.6333
96,1,LE PETIT-ABERGEMENT,le petit abergement,Le Petit-Abergement,5.65,46.0333
97,1,CORMOZ,cormoz,Cormoz,5.23333,46.45
98,1,SAINT-MARTIN-DE-BAVEL,saint martin de bavel,Saint-Martin-de-Bavel,5.68333,45.85
99,1,SAINT-TRIVIER-DE-COURTES,saint trivier de courtes,Saint-Trivier-de-Courtes,5.08333,46.4667
100,1,BOYEUX-SAINT-JEROME,boyeux saint jerome,Boyeux-Saint-Jérôme,5.46667,46.0333
101,1,CHATEAU-GAILLARD,chateau gaillard,Château-Gaillard,5.3,45.9667
102,1,PREMEYZEL,premeyzel,Prémeyzel,5.65,45.6833
103,1,ARANDAS,arandas,Arandas,5.48333,45.9
104,1,CHATENAY,chatenay,Châtenay,5.2,46.0333
105,1,INNIMOND,innimond,Innimond,5.56667,45.7833
106,1,BOZ,boz,Boz,4.9,46.4
107,1,BRIORD,briord,Briord,5.46667,45.7833
108,1,REYRIEUX,reyrieux,Reyrieux,4.81667,45.9333
109,1,MATAFELON-GRANGES,matafelon granges,Matafelon-Granges,5.56667,46.2667
110,1,DROM,drom,Drom,5.36667,46.2167
111,1,CHATILLON-EN-MICHAILLE,chatillon en michaille,Châtillon-en-Michaille,5.78333,46.1333
112,1,POLLIAT,polliat,Polliat,5.13333,46.25
113,1,VESANCY,vesancy,Vesancy,6.08333,46.35
114,1,MASSIEUX,massieux,Massieux,4.83333,45.9167
115,1,SAINT-CYR-SUR-MENTHON,saint cyr sur menthon,Saint-Cyr-sur-Menthon,4.98333,46.2667
116,1,SERRIERES-SUR-AIN,serrieres sur ain,Serrières-sur-Ain,5.45,46.15
117,1,NIVOLLET-MONTGRIFFON,nivollet montgriffon,Nivollet-Montgriffon,5.43333,45.9833
118,1,IZERNORE,izernore,Izernore,5.55,46.2167
119,1,SAINT-NIZIER-LE-DESERT,saint nizier le desert,Saint-Nizier-le-Désert,5.15,46.05
120,1,GUEREINS,guereins,Guéreins,4.78333,46.1
121,1,ILLIAT,illiat,Illiat,4.88333,46.1833
122,1,LA TRANCLIERE,la trancliere,La Tranclière,5.26667,46.1167
123,1,SAINT-DIDIER-DE-FORMANS,saint didier de formans,Saint-Didier-de-Formans,4.78333,45.95
124,1,MERIGNAT,merignat,Mérignat,5.43333,46.0667
125,1,SAINT-ELOI,saint eloi,Saint-Éloi,5.15,45.9333
126,1,LA CHAPELLE-DU-CHATELARD,la chapelle du chatelard,La Chapelle-du-Châtelard,5.03333,46.0667
127,1,SAINT-JEAN-DE-NIOST,saint jean de niost,Saint-Jean-de-Niost,5.21667,45.8333
128,1,SAVIGNEUX,savigneux,Savigneux,4.85,46
129,1,NATTAGES,nattages,Nattages,5.76667,45.7333
130,1,SAINT-BENOIT,saint benoit,Saint-Benoît,5.58333,45.7
131,1,DOUVRES,douvres,Douvres,5.36667,45.9833
132,1,FRANCHELEINS,francheleins,Francheleins,4.8,46.0667
133,1,DORTAN,dortan,Dortan,5.66667,46.3167
134,1,SAINT-GERMAIN-LES-PAROISSES,saint germain les paroisses,Saint-Germain-les-Paroisses,5.61667,45.7667
135,1,MIRIBEL,miribel,Miribel,4.95306,45.8245
136,1,LANCRANS,lancrans,Lancrans,5.83333,46.1333
137,1,ECHENEVEX,echenevex,Échenevex,6.03333,46.3167
138,1,SAINT-JEAN-SUR-VEYLE,saint jean sur veyle,Saint-Jean-sur-Veyle,4.91667,46.25
139,1,BILLIAT,billiat,Billiat,5.78333,46.0667
140,1,L'ABERGEMENT-DE-VAREY,l abergement de varey,L'Abergement-de-Varey,5.41667,46
141,1,VILLENEUVE,villeneuve,Villeneuve,4.83667,46.0212
142,1,VILLARS-LES-DOMBES,villars les dombes,Villars-les-Dombes,5.01667,46
143,1,THEZILLIEU,thezillieu,Thézillieu,5.6,45.8833
144,1,SAINT-ETIENNE-SUR-REYSSOUZE,saint etienne sur reyssouze,Saint-Étienne-sur-Reyssouze,5,46.4
145,1,SOUCLIN,souclin,Souclin,5.41667,45.8667
146,1,SAINT-JUST,saint just,Saint-Just,5.28,46.1903
147,1,CIVRIEUX,civrieux,Civrieux,4.88333,45.9167
148,1,ARGIS,argis,Argis,5.48333,45.9333
149,1,TALISSIEU,talissieu,Talissieu,5.71667,45.8667
150,1,BIRIEUX,birieux,Birieux,5.03333,45.95
151,1,SAINT-JULIEN-SUR-VEYLE,saint julien sur veyle,Saint-Julien-sur-Veyle,4.95,46.2
152,1,THOIRY,thoiry,Thoiry,5.97973,46.2364
153,1,LAIZ,laiz,Laiz,4.88333,46.25
154,1,CRESSIN-ROCHEFORT,cressin rochefort,Cressin-Rochefort,5.76667,45.7667
155,1,SAINT-CHAMP,saint champ,Saint-Champ,5.73333,45.7833
156,1,SAINT-GEORGES-SUR-RENON,saint georges sur renon,Saint-Georges-sur-Renon,5.03333,46.1
157,1,LANTENAY,lantenay,Lantenay,5.53333,46.05
158,1,VERNOUX,vernoux,Vernoux,5.11667,46.4833
159,1,CORMARANCHE-EN-BUGEY,cormaranche en bugey,Cormaranche-en-Bugey,5.6,45.95
160,1,SAINTE-EUPHEMIE,sainte euphemie,Sainte-Euphémie,4.78333,45.9667
161,1,BEAUPONT,beaupont,Beaupont,5.26667,46.4
162,1,BRENS,brens,Brens,5.69473,45.7187
163,1,RAMASSE,ramasse,Ramasse,5.35,46.2
164,1,DIVONNE-LES-BAINS,divonne les bains,Divonne-les-Bains,6.13333,46.3667
165,1,LEAZ,leaz,Léaz,5.88333,46.1
166,1,VILLES,villes,Villes,5.78333,46.0833
167,1,SAINT-JULIEN-SUR-REYSSOUZE,saint julien sur reyssouze,Saint-Julien-sur-Reyssouze,5.11667,46.4
168,1,GROSLEE,groslee,Groslée,5.56667,45.7167
169,1,VANDEINS,vandeins,Vandeins,5.08333,46.2167
170,1,VERJON,verjon,Verjon,5.35,46.35
171,1,SAINT-ANDRE-SUR-VIEUX-JONC,saint andre sur vieux jonc,Saint-André-sur-Vieux-Jonc,5.06667,46.15
172,1,SAINT-ANDRE-D'HUIRIAT,saint andre d huiriat,Saint-André-d'Huiriat,4.91667,46.2167
173,1,GRILLY,grilly,Grilly,6.11667,46.3333
174,1,CESSY,cessy,Cessy,6.06667,46.3167
175,1,ORDONNAZ,ordonnaz,Ordonnaz,5.53333,45.8333
176,1,VESCOURS,vescours,Vescours,5.03333,46.4667
177,1,MEILLONNAS,meillonnas,Meillonnas,5.35,46.25
178,1,GEOVREISSET,geovreisset,Géovreisset,5.6,46.25
179,1,CEYZERIEU,ceyzerieu,Ceyzérieu,5.73333,45.8333
180,1,BEARD-GEOVREISSIAT,beard geovreissiat,Béard-Géovreissiat,5.56667,46.2
181,1,LA BURBANCHE,la burbanche,La Burbanche,5.56667,45.85
182,1,PERREX,perrex,Perrex,4.98333,46.2333
183,1,VILLEMOTIER,villemotier,Villemotier,5.31667,46.35
184,1,JASSERON,jasseron,Jasseron,5.33333,46.2167
185,1,CORVEISSIAT,corveissiat,Corveissiat,5.48333,46.2333
186,1,JOURNANS,journans,Journans,5.33333,46.15
187,1,SERMOYER,sermoyer,Sermoyer,4.98333,46.5
188,1,CHARIX,charix,Charix,5.68333,46.1833
189,1,ARBIGNIEU,arbignieu,Arbignieu,5.65,45.7333
190,1,LEYSSARD,leyssard,Leyssard,5.46667,46.1667
191,1,SAINT-JEAN-DE-THURIGNEUX,saint jean de thurigneux,Saint-Jean-de-Thurigneux,4.88333,45.95
192,1,FRANS,frans,Frans,4.78333,45.9833
193,1,TENAY,tenay,Tenay,5.5,45.9167
194,1,BAGE-LA-VILLE,bage la ville,Bâgé-la-Ville,4.95,46.3167
195,1,MONTMERLE-SUR-SAONE,montmerle sur saone,Montmerle-sur-Saône,4.76667,46.0833
196,1,COURMANGOUX,courmangoux,Courmangoux,5.36667,46.3333
197,1,BANEINS,baneins,Baneins,4.9,46.1167
198,1,LAGNIEU,lagnieu,Lagnieu,5.35,45.9
199,1,ATTIGNAT,attignat,Attignat,5.16667,46.2833
200,1,SAINT-ANDRE-DE-BAGE,saint andre de bage,Saint-André-de-Bâgé,4.91667,46.3
201,1,PONT-DE-VAUX,pont de vaux,Pont-de-Vaux,4.93333,46.4333
202,1,AMBERIEU-EN-BUGEY,amberieu en bugey,Ambérieu-en-Bugey,5.35,45.95
203,1,PEYZIEUX-SUR-SAONE,peyzieux sur saone,Peyzieux-sur-Saône,4.81667,46.1167
204,1,CROZET,crozet,Crozet,6.01251,46.2806
205,1,SEYSSEL,seyssel,Seyssel,5.83194,45.9597
206,1,BEYNOST,beynost,Beynost,5,45.8333
207,1,VERSONNEX,versonnex,Versonnex,6.09723,46.3023
208,1,SAINT-LAURENT-SUR-SAONE,saint laurent sur saone,Saint-Laurent-sur-Saône,4.83333,46.3
209,1,ARTEMARE,artemare,Artemare,5.7,45.8667
210,1,MONTRACOL,montracol,Montracol,5.11667,46.1833
211,1,PARVES,parves,Parves,5.75,45.75
212,1,PUGIEU,pugieu,Pugieu,5.65,45.8167
213,1,VIRIEU-LE-GRAND,virieu le grand,Virieu-le-Grand,5.65,45.85
214,1,SAINT-REMY,saint remy,Saint-Rémy,5.16667,46.1833
215,1,RANCE,rance,Rancé,4.86667,45.9667
216,1,GRIEGES,grieges,Grièges,4.85,46.25
217,1,GRAND-CORENT,grand corent,Grand-Corent,5.43333,46.2
218,1,OUTRIAZ,outriaz,Outriaz,5.55,46.0667
219,1,MONTAGNIEU,montagnieu,Montagnieu,5.46667,45.8
220,1,CHAMPAGNE-EN-VALROMEY,champagne en valromey,Champagne-en-Valromey,5.68333,45.9
221,1,AMBERIEUX-EN-DOMBES,amberieux en dombes,Ambérieux-en-Dombes,4.9,46
222,1,LA BOISSE,la boisse,La Boisse,5.03333,45.85
223,1,PARCIEUX,parcieux,Parcieux,4.81667,45.9167
224,1,SAINT-DIDIER-D'AUSSIAT,saint didier d aussiat,Saint-Didier-d'Aussiat,5.06667,46.3
225,1,SAINT-NIZIER-LE-BOUCHOUX,saint nizier le bouchoux,Saint-Nizier-le-Bouchoux,5.15,46.45
226,1,ARS-SUR-FORMANS,ars sur formans,Ars-sur-Formans,4.81667,45.9833
227,1,ANGLEFORT,anglefort,Anglefort,5.80833,45.9167
228,1,CORLIER,corlier,Corlier,5.5,46.0333
229,1,FERNEY-VOLTAIRE,ferney voltaire,Ferney-Voltaire,6.11667,46.25
230,1,SAINT-MAURICE-DE-REMENS,saint maurice de remens,Saint-Maurice-de-Rémens,5.28333,45.95
231,1,CHATILLON-LA-PALUD,chatillon la palud,Châtillon-la-Palud,5.25,45.9667
232,1,SAINT-SULPICE,saint sulpice,Saint-Sulpice,5.04167,46.3203
233,1,SAINT-BOIS,saint bois,Saint-Bois,5.63333,45.7
234,1,VIRIGNIN,virignin,Virignin,5.71667,45.7167
235,1,PREMILLIEU,premillieu,Prémillieu,5.56667,45.8667
236,1,GENOUILLEUX,genouilleux,Genouilleux,4.78333,46.1167
237,1,REYSSOUZE,reyssouze,Reyssouze,4.91667,46.4333
238,1,COLLONGES,collonges,Collonges,5.9,46.1333
239,1,SAINT-GERMAIN-DE-JOUX,saint germain de joux,Saint-Germain-de-Joux,5.73333,46.1833
240,1,BREGNIER-CORDON,bregnier cordon,Brégnier-Cordon,5.61667,45.65
241,1,SAINT-MARTIN-LE-CHATEL,saint martin le chatel,Saint-Martin-le-Châtel,5.11667,46.2833
242,1,MARIGNIEU,marignieu,Marignieu,5.71667,45.8
243,1,LES NEYROLLES,les neyrolles,Neyrolles,5.63333,46.1333
244,1,SULIGNAT,sulignat,Sulignat,4.96667,46.1667
245,1,BENY,beny,Bény,5.28333,46.3333
246,1,INJOUX-GENISSIAT,injoux genissiat,Injoux-Génissiat,5.78333,46.05
247,1,CHANAY,chanay,Chanay,5.78333,46
248,1,CHATILLON-SUR-CHALARONNE,chatillon sur chalaronne,Châtillon-sur-Chalaronne,4.96667,46.1167
249,1,FARGES,farges,Farges,5.91667,46.1667
250,1,SAINT-ALBAN,saint alban,Saint-Alban,5.45,46.1
251,1,CURTAFOND,curtafond,Curtafond,5.08333,46.2667
252,1,VIRIAT,viriat,Viriat,5.21667,46.25
253,1,BELLEYDOUX,belleydoux,Belleydoux,5.76667,46.25
254,1,BAGE-LE-CHATEL,bage le chatel,Bâgé-le-Châtel,4.93333,46.3
255,1,SAINTE-OLIVE,sainte olive,Sainte-Olive,4.93333,46.0167
256,1,SAINT-GENIS-SUR-MENTHON,saint genis sur menthon,Saint-Genis-sur-Menthon,5.01667,46.2833
257,1,DOMSURE,domsure,Domsure,5.3,46.4167
258,1,CHAVANNES-SUR-SURAN,chavannes sur suran,Chavannes-sur-Suran,5.41667,46.2667
259,1,PRIAY,priay,Priay,5.28333,46
260,1,PEYRIEU,peyrieu,Peyrieu,5.67751,45.6767
261,1,LALLEYRIAT,lalleyriat,Lalleyriat,5.71667,46.15
262,1,SERGY,sergy,Sergy,6,46.25
263,1,SAINT-MARTIN-DU-FRENE,saint martin du frene,Saint-Martin-du-Frêne,5.55,46.1333
264,1,SAINT-MAURICE-DE-BEYNOST,saint maurice de beynost,Saint-Maurice-de-Beynost,4.96667,45.8333
265,1,SERVAS,servas,Servas,5.16667,46.1333
266,1,CUZIEU,cuzieu,Cuzieu,5.67445,45.8192
267,1,JAYAT,jayat,Jayat,5.11667,46.3667
268,1,LAVOURS,lavours,Lavours,5.76667,45.8
269,1,CHEVROUX,chevroux,Chevroux,4.95,46.3833
270,1,POLLIEU,pollieu,Pollieu,5.75,45.8
271,1,BELIGNEUX,beligneux,Béligneux,5.11667,45.8667
272,1,BRENAZ,brenaz,Brénaz,5.71667,45.95
273,1,BENONCES,benonces,Bénonces,5.48333,45.8333
274,1,SAINT-JEAN-LE-VIEUX,saint jean le vieux,Saint-Jean-le-Vieux,5.38917,46.0284
275,1,BEAUREGARD,beauregard,Beauregard,4.75139,46.002
276,1,OYONNAX,oyonnax,Oyonnax,5.66667,46.25
277,1,MIONNAY,mionnay,Mionnay,4.93333,45.9
278,1,GERMAGNAT,germagnat,Germagnat,5.45,46.3167
279,1,COLIGNY,coligny,Coligny,5.35,46.3833
280,1,SIMANDRE-SUR-SURAN,simandre sur suran,Simandre-sur-Suran,5.41667,46.2167
281,1,L'ABERGEMENT-CLEMENCIAT,l abergement clemenciat,L'Abergement-Clémenciat,4.91667,46.15
282,1,LESCHEROUX,lescheroux,Lescheroux,5.15,46.4
283,1,ORNEX,ornex,Ornex,6.1,46.2833
284,1,DOMMARTIN,dommartin,Dommartin,4.99167,46.3417
285,1,LOMPNAS,lompnas,Lompnas,5.51667,45.8
286,1,BETTANT,bettant,Bettant,5.36667,45.9333
287,1,ARMIX,armix,Armix,5.58333,45.85
288,1,FEILLENS,feillens,Feillens,4.88333,46.3333
289,1,CHAVORNAY,chavornay,Chavornay,5.7,45.8833
290,1,CHALLEX,challex,Challex,5.96667,46.1833
291,1,VONGNES,vongnes,Vongnes,5.71667,45.8167
292,1,MAGNIEU,magnieu,Magnieu,5.71667,45.7833
293,1,GROISSIAT,groissiat,Groissiat,5.6,46.2167
294,1,DOMPIERRE-SUR-CHALARONNE,dompierre sur chalaronne,Dompierre-sur-Chalaronne,4.9,46.1333
295,1,MONTLUEL,montluel,Montluel,5.05,45.85
296,1,LE POIZAT,le poizat,Le Poizat,5.7,46.15
297,1,HOSTIAZ,hostiaz,Hostiaz,5.53333,45.9
298,1,MONTANGES,montanges,Montanges,5.8,46.1667
299,1,SAINTE-JULIE,sainte julie,Sainte-Julie,5.28333,45.8833
300,1,BEY,bey,Bey,4.85,46.2167
301,1,SONTHONNAX-LA-MONTAGNE,sonthonnax la montagne,Sonthonnax-la-Montagne,5.53333,46.2333
302,1,MEZERIAT,mezeriat,Mézériat,5.03333,46.2333
303,1,BELLIGNAT,bellignat,Bellignat,5.61667,46.25
304,1,SAINT-MARCEL,saint marcel,Saint-Marcel,4.98723,45.9487
305,1,BELLEY,belley,Belley,5.68333,45.7667
306,1,CORBONOD,corbonod,Corbonod,5.81667,45.95
307,1,NEYRON,neyron,Neyron,4.93223,45.8148
308,1,SAINT-PAUL-DE-VARAX,saint paul de varax,Saint-Paul-de-Varax,5.13333,46.1
309,1,PRESSIAT,pressiat,Pressiat,5.38333,46.3333
310,1,CHAZEY-BONS,chazey bons,Chazey-Bons,5.68333,45.8
311,1,SERVIGNAT,servignat,Servignat,5.06667,46.4333
312,1,MARLIEUX,marlieux,Marlieux,5.06667,46.0667
313,1,ANDERT-ET-CONDON,andert et condon,Andert-et-Condon,5.65,45.8
314,1,HAUTECOURT-ROMANECHE,hautecourt romaneche,Hautecourt-Romanèche,5.41667,46.1583
315,1,CROTTET,crottet,Crottet,4.9,46.2833
316,1,DRUILLAT,druillat,Druillat,5.31667,46.0667
317,1,DOMPIERRE-SUR-VEYLE,dompierre sur veyle,Dompierre-sur-Veyle,5.2,46.0667
318,1,PEROUGES,perouges,Pérouges,5.18333,45.9
319,1,RIGNIEUX-LE-FRANC,rignieux le franc,Rignieux-le-Franc,5.18333,45.9333
320,1,GIRON,giron,Giron,5.76667,46.2333
321,1,CERDON,cerdon,Cerdon,5.46667,46.0833
322,1,CRUZILLES-LES-MEPILLAT,cruzilles les mepillat,Cruzilles-lès-Mépillat,4.88333,46.2167
323,1,LELEX,lelex,Lélex,5.95,46.3
324,1,LHOPITAL,lhopital,Lhôpital,5.77834,46.0217
325,1,SEGNY,segny,Ségny,6.08333,46.3
326,1,CHEIGNIEU-LA-BALME,cheignieu la balme,Cheignieu-la-Balme,5.61667,45.8333
327,1,SAINT-VULBAS,saint vulbas,Saint-Vulbas,5.28333,45.8333
328,1,ECHALLON,echallon,Échallon,5.74139,46.21
329,1,LE MONTELLIER,le montellier,Le Montellier,5.06667,45.9333
330,1,MARTIGNAT,martignat,Martignat,5.6,46.2167
331,1,CEYZERIAT,ceyzeriat,Ceyzériat,5.31667,46.1667
332,1,MONTCET,montcet,Montcet,5.11667,46.2
333,1,VONNAS,vonnas,Vonnas,5,46.2167
334,1,BUELLAS,buellas,Buellas,5.13333,46.2
335,1,SAINT-BENIGNE,saint benigne,Saint-Bénigne,4.96667,46.4333
336,1,CHEVILLARD,chevillard,Chevillard,5.58333,46.1167
337,1,BOULIGNEUX,bouligneux,Bouligneux,5,46.0167
338,1,CONTREVOZ,contrevoz,Contrevoz,5.63333,45.8
339,1,CHAMPDOR,champdor,Champdor,5.6,46.0167
340,1,PORT,port,Port,5.56667,46.1667
341,1,SURJOUX,surjoux,Surjoux,5.8,46.0167
342,1,CHAMPFROMIER,champfromier,Champfromier,5.81667,46.2
343,1,VESINES,vesines,Vésines,4.86667,46.35
344,1,SEILLONNAZ,seillonnaz,Seillonnaz,5.48333,45.8
345,1,VARAMBON,varambon,Varambon,5.31667,46.0333
346,1,LE GRAND-ABERGEMENT,le grand abergement,Le Grand-Abergement,5.66667,46.0333
347,1,JASSANS-RIOTTIER,jassans riottier,Jassans-Riottier,4.75,45.9833
348,1,ASNIERES-SUR-SAONE,asnieres sur saone,Asnières-sur-Saône,4.88333,46.3833
349,1,CONDAMINE,condamine,Condamine,5.56667,46.1167
350,1,LHUIS,lhuis,Lhuis,5.53333,45.75
351,1,ROMANS,romans,Romans,5.03333,46.1167
352,1,PIZAY,pizay,Pizay,5.08333,45.8833
353,1,CERTINES,certines,Certines,5.26667,46.1333
354,1,RUFFIEU,ruffieu,Ruffieu,5.66667,46
355,1,MEXIMIEUX,meximieux,Meximieux,5.2,45.9
356,1,SAINT-RAMBERT-EN-BUGEY,saint rambert en bugey,Saint-Rambert-en-Bugey,5.43333,45.95
357,1,AMBRONAY,ambronay,Ambronay,5.35,46
358,1,CIZE,cize,Cize,5.43333,46.2
359,1,SAINT-GERMAIN-SUR-RENON,saint germain sur renon,Saint-Germain-sur-Renon,5.05,46.0833
360,1,VILLETTE-SUR-AIN,villette sur ain,Villette-sur-Ain,5.26862,45.9884
361,1,DAGNEUX,dagneux,Dagneux,5.06667,45.85
362,1,BOISSEY,boissey,Boissey,5,46.3833
363,1,SALAVRE,salavre,Salavre,5.35,46.3667
364,1,BRION,brion,Brion,5.55251,46.1728
365,1,LABALME,labalme,Labalme,5.48333,46.1
366,1,SAUVERNY,sauverny,Sauverny,6.11667,46.3167
367,1,MONTCEAUX,montceaux,Montceaux,4.8,46.1
368,1,BRENOD,brenod,Brénod,5.6,46.0667
369,1,MISERIEUX,miserieux,Misérieux,4.81667,45.9833
370,1,PREVESSIN-MOENS,prevessin moens,Prévessin-Moëns,6.08333,46.25
